Original,Basic_KF,InSAR_KF,Smoothed_KF
57.82734575,28.913672875,38.55156383333333,44.54811263307366
81.21341497,48.526076160624996,57.0651973454717,47.675000584688384
31.11030369,42.917607059915255,48.030468065645756,47.448047097771955
68.74,50.58122546525625,54.438760330731334,48.85486795163272
53.37275688,51.374211904345074,54.12908977493109,48.27317560065676
22.35667321,43.32206362295137,45.20636069168833,47.18152512174647
36.82,41.540217204651206,42.89340885075887,48.572359834010825
81.80389228,52.500829144418866,53.52179812376079,51.13843052967626
55.22203728,53.23896864253227,53.98383355032077,50.63795505030933
58.14749417,54.567906190665155,55.11219709132153,49.679071347973334
13.62733844,43.494816871971466,43.886109396857236,47.873345363434666
74.03593114,51.75075015155272,52.038506179139226,49.492220071239466
89.42483711,61.93196420186735,62.14343386617577,48.656723672168205
31.41335158,53.685736589359486,53.839419399253956,43.74441592931377
0.0,39.180856922083585,39.29241369354311,40.06521462139071
20.8660023,34.23274086852051,34.3140483214665,40.39253477560672
41.75550426,36.26511558154442,36.32448042198096,42.672508177383406
108.1,55.67202771960285,55.71547621011587,45.04418197089843
2.955462987,41.43021400822054,41.46187689764209,41.110273961503296
45.88697966,42.63424172003843,42.65735277729765,40.991847049558494
43.26724638,42.80525222317315,42.822119827766976,40.38390687656955
30.31,39.42957840877406,39.44188741273302,39.48763275323755
45.04563228,40.94679115983032,40.95577521522057,39.50912190522931
21.22828686,35.61971302959697,35.626269222040364,38.976960019744
37.73481571,36.19112125486228,36.195906294374986,40.21966545023309
78.99271849,47.75423967594826,47.75773247734694,41.71085585474548
40.27,45.73232573855645,45.73487489409839,39.47385999573243
19.9044375,38.754761111607834,38.756621516412125,37.157250136292625
10.55671218,31.136882925523977,31.138240683584478,36.56592154048208
33.3124921,31.724637262910395,31.725628216116935,38.57551388071975
48.27313043,36.195315506524366,36.1960387553612,41.111408399029386
28.15813212,34.02402048419937,34.0245483408527,42.93113071424196
56.92601649,40.21113697626216,40.211522232222784,46.22815288887873
57.64402792,44.920740758365696,44.9210219362766,48.45538870340338
53.00601846,47.10502875485427,47.10523397111253,49.76376059626837
69.73523501,53.218719551639346,53.21886932790786,50.7479067027602
36.83556565,48.79270875466863,48.7928180677715,49.833319978528046
92.22569672,60.52640025420517,60.52648003594324,50.2185086871487
31.81,52.76848634274342,52.768544570861664,46.402978592484224
26.67851293,45.72011795763003,45.72016045501799,44.046746357068166
81.17302983,55.29794232895728,55.2979733454426,43.42733746435893
0.0,40.35885970501264,40.35888234217626,39.03335933508558
17.78974269,34.26167254693661,34.261689068524305,38.542717139320786
72.31,44.540664559719154,44.54067661790229,40.12737238848808
35.91812301,42.21123139793984,42.2112401985293,38.49376487650417
44.4467235,42.81516347590157,42.81516989895721,37.11772155117069
5.51,32.736941827997995,32.73694651582451,35.008778030954275
20.355024,29.39188981187981,29.391893233260745,35.84971231383329
72.73526115,41.101370822332825,41.10137331940669,38.24011542809563
41.68947,41.26024946837622,41.26025129085007,37.18100397016754
16.90023592,34.67924048700493,34.679241817126105,35.6710459092562
33.693826,34.41302464207224,34.41302561285291,36.038168847270484
15.64,29.34137541939699,29.341376127915225,36.63972607001181
7.74,23.505629664875478,23.505630181983104,39.341255899754316
86.12590213,40.422885260423655,40.422885637831456,45.20291131947226
94.49,55.02945216529705,55.02945244074579,46.97226765813742
55.67568583,55.20403620413713,55.204036405171685,43.98985076261632
19.66577139,45.60315320545857,45.60315335218238,39.83885036035686
5.573676618,34.78894144738616,34.78894155447162,37.70515785513307
42.90294164,36.98098900254849,36.98098908070415,38.7846134736226
35.51483884,36.5848994285994,36.58489948564082,39.452236275474384
43.40796558,38.42819313341141,38.428193175042736,40.51359882087361
35.35183519,37.59709592505815,37.59709595544251,41.2855246903602
47.08633544,40.16067292595754,40.16067294813338,42.65081950988281
48.00093934,42.278769600439716,42.278769616624615,43.57256273639369
16.78578683,35.391681945868676,35.39168195768112,44.051468302543945
56.95,41.21579548569683,41.21579549431807,47.256942015948596
52.23557574,44.1928575748573,44.19285758114946,49.4931099309481
95.09,57.943036767525314,57.94303677211761,51.45503126504242
50.11029352,55.826972523210685,55.82697252656234,49.05345572564099
2.344368348,41.37831477820528,41.378314780651465,46.546196406803645
80.95116297,52.06916553867212,52.06916554045745,48.45911989384667
44.08568475,49.912378611254425,49.91237861255744,47.12283907327436
55.08457197,51.3096787761208,51.309678777071795,46.090273685029494
15.21829073,41.55936610039132,41.5593661010854,44.15827846828757
22.71947156,36.469651559297965,36.46965155980453,45.1202820253744
63.7399244,43.83688516664816,43.836885167017876,48.32236662899868
88.58311288,55.9253565412332,55.925356541503035,49.98269545552282
28.54902155,48.52946958507255,48.52946958526948,47.782982539599246
53.37367565,49.83816194509898,49.83816194524272,47.506665722635596
70.23213304,55.34771992111721,55.347719921222115,46.643647912935506
60.05447873,56.619280051118466,56.619280051195034,43.421781590528965
23.4651495,47.66248573353041,47.662485733586294,38.53664555417532
20.7498936,40.39188179108927,40.39188179113006,35.15865912323922
23.09500736,35.71902371756672,35.71902371759649,33.221549244627035
41.00028914,37.145790377979985,37.14579037800171,32.297093554477556
15.07,31.18187847539246,31.18187847540832,30.502318305775834
6.12,24.411256324092978,24.411256324104553,30.25077488765169
13.07553275,21.348840184491944,21.348840184500393,32.41230895829272
57.49251729,31.113279074427815,31.113279074433976,36.50752064976302
17.33522156,27.39105124938038,27.391051249384876,38.50423267720962
31.40392875,28.47515503365272,28.475155033656,42.617845816377184
73.55354652,40.6533625148712,40.65336251487359,47.85285066218246
86.52608147,53.04616249604128,53.04616249604303,50.517785922205995
43.34407991,50.42508461733054,50.42508461733182,49.581891627450126
41.65049254,48.054574061,48.05457406100093,49.269778504439266
43.0127059,46.69248205786799,46.69248205786867,49.719593977872336
71.21394588,53.3171078336027,53.3171078336032,50.84009825909264
68.34871949,57.37799109702062,57.37799109702098,49.92321777822221
4.582752334,43.11502938794407,43.11502938794433,47.163787126174
40.67885534,42.4568818356915,42.45688183569169,48.66245995334319
45.14532384,43.18318114341209,43.18318114341223,50.9594932418467
52.01,45.567801088585064,45.56780108858516,53.83794347053488
110.96972,63.236535750829255,63.23653575082933,56.89918804627655
47.70819428,59.0414578424207,59.041457842420755,54.553379426645876
20.16991548,48.540069208181045,48.54006920818109,52.892089321679784
73.23897367,55.21263167496566,55.21263167496569,54.50301660088167
56.17621304,55.47294916637344,55.47294916637347,54.24034817317173
10.52081478,43.328850825005794,43.328850825005816,53.78409325877897
98.93260112,58.35054937055815,58.35054937055817,57.65416619226409
87.0016569,66.09082404663926,66.09082404663927,57.396395632975626
56.08900281,63.38876990953145,63.388769909531455,54.178098946984726
69.13685434,64.9416506247852,64.9416506247852,50.76871187469229
37.97577287,57.656651240758634,57.656651240758634,45.52251055586909
11.53,45.195249875230886,45.195249875230886,41.0309830056328
57.72666035,48.58068825850313,48.58068825850313,39.48955375595979
12.53221713,38.84196985466245,38.84196985466245,36.12441384688276
6.563483563,30.12173627315618,30.12173627315618,35.11849360949401
80.91212492,43.84307526947598,43.84307526947598,36.968074376754664
0.0,31.99859613787106,31.99859613787106,34.42325008969078
46.19398184,35.83356776521509,35.83356776521509,35.32075081159598
14.46,30.05936566358274,30.05936566358274,35.130928430660774
8.522096611,24.240938642276628,24.240938642276628,37.00819889279165
105.5002161,46.193637219681925,46.193637219681925,41.73407958310168
35.59956451,43.33158266814151,43.33158266814151,40.08334662172189
38.83132689,42.11581061466533,42.11581061466533,38.88099187151428
46.07563115,43.185580730182885,43.185580730182885,37.683603619458104
32.24340285,40.229483404446995,40.229483404446995,35.64701261434773
29.88967901,37.436121017749436,37.436121017749436,33.95078258567214
0.054207562,27.33716488603059,27.33716488603059,32.66066291456375
0.0,19.951859977110082,19.951859977110082,34.631188778711746
69.40010665,33.31061098195257,33.31061098195257,40.064833520730915
37.06364373,34.32451609219529,34.32451609219529,42.56495094982317
28.15637162,32.65815354731,32.65815354731,45.61519910089774
87.71225789,47.531361824517276,47.531361824517276,50.41133000006209
85.51504231,57.792889057418115,57.792889057418115,51.47736811023264
19.12,47.345167847533745,47.345167847533745,49.139638800426454
113.2883893,65.16013875374486,65.16013875374486,49.80387337066292
45.28300272,59.79020698001102,59.79020698001102,44.11965634796567
37.22530845,53.69415947187525,53.69415947187525,38.319104688064996
10.79,42.103334275416586,42.103334275416586,32.627932651970816
8.995989948,33.15917954679161,33.15917954679161,29.120553881073718
17.48062999,28.92352199088697,28.92352199088697,27.625631503483994
0.0,21.1096528558428,21.1096528558428,27.14520927724267
27.87205685,22.936558302049974,22.936558302049974,29.379307978725613
39.1020154,27.303756954805706,27.303756954805706,31.76413179308112
24.25844331,26.48104655656397,26.48104655656397,33.41516724674474
9.540196287,21.904370621853875,21.904370621853875,35.98187509408283
75.29717199,36.328767580687284,36.328767580687284,41.192750822129206
14.80882476,30.51502134855606,30.51502134855606,42.9931844333885
66.59644814,40.26264292945655,40.26264292945655,47.61205401198664
34.33450007,38.66111831111184,38.66111831111184,50.33248417778345
106.6862316,57.038525229377186,57.038525229377186,54.6527127543586
39.17,52.21123214167577,52.21123214167577,53.76958944636962
21.21127502,43.836401157500504,43.836401157500504,54.3464250830176
95.94820711,57.914729247417874,57.914729247417874,58.23677572596734
61.49736285,58.88259997001552,58.88259997001552,58.355983230513814
95.41362347,68.75168289456528,68.75168289456528,58.16105277311166
36.56701391,60.05679464135238,60.05679464135238,54.240865246020675
35.68522947,53.472664917276965,53.472664917276965,52.088062852531756
61.0430527,55.51785220305678,55.51785220305678,51.575543797296014
95.3953152,66.29099654536256,66.29099654536256,50.11627385178988
32.9662658,57.28811352555296,57.28811352555296,44.12909977146272
27.78333013,49.31721301131704,49.31721301131704,39.25820908828184
13.93937932,39.75967147704586,39.75967147704586,35.534806300929134
8.91,31.425441093322497,31.425441093322497,33.97094621166934
25.15184919,29.730591269892283,29.730591269892283,34.91318074357649
1.952015412,22.226036444935044,22.226036444935044,36.83154843084128
70.0255904,35.13938287058958,35.13938287058958,42.237869419990204
72.89177695,45.33842664416852,45.33842664416852,44.86541831113814
33.17274231,42.051791449623366,42.051791449623366,44.6903313383999
1.784488806,31.173329505133104,31.173329505133104,45.66700326850165
69.20240764,41.44712119501945,41.44712119501945,51.03192664485357
88.38704276,54.12823259056661,54.12823259056661,54.579801921690844
75.65321308,59.94333978020295,59.94333978020295,54.7469531146972
23.97888509,50.2273189390684,50.2273189390684,52.823478311173275
73.65406168,56.55619901444997,56.55619901444997,53.78446282976668
81.60900401,63.32436990880673,63.32436990880673,52.758487463336756
43.04182832,57.84491530604566,57.84491530604566,48.847460442240504
5.09,43.59284722935503,43.59284722935503,45.5169966333683
53.75948672,46.33942804161232,46.33942804161232,46.22923248783293
12.96016899,37.3218138611465,37.3218138611465,46.18844291908085
38.25,37.57256911233093,37.57256911233093,49.470480743236855
92.88294078,52.51500959928103,52.51500959928103,53.87456664171655
90.99206922,62.909826270373806,62.909826270373806,54.37781512636789
4.392240909,47.10093708126958,47.10093708126958,51.21963820165602
81.78952535,56.47227468312489,56.47227468312489,52.74420100620976
69.10884497,59.88612264287682,59.88612264287682,51.36423137638447
36.9451729,53.688482563603486,53.688482563603486,48.20980038719762
58.52557949,54.99525434569473,54.99525434569473,46.181832146730535
12.84494666,43.608086892103266,43.608086892103266,42.919489171936505
62.20869328,48.63315625237292,48.63315625237292,42.66460044833613
7.45,37.50727076631391,37.50727076631391,40.455302441569366
63.26859427,44.46685233686965,44.46685233686965,41.54653467895954
34.23768799,41.70338004630688,41.70338004630688,40.465560957245664
16.62993835,34.92963401904812,34.92963401904812,40.00737453225636
87.41388274,49.108579836429584,49.108579836429584,41.88693172549269
24.99282819,42.59355972519285,42.59355972519285,39.21379381727828
45.38230854,43.34695754086268,43.34695754086268,37.9627524717917
50.98904454,45.411514815343146,45.411514815343146,35.96975551948429
0.0,33.14331199747707,33.14331199747707,32.474829665125306
39.99263086,34.993698035277255,34.993698035277255,32.22738677727885
19.00730616,30.67487496475675,30.67487496475675,31.20341948116028
19.04,27.531641218677855,27.531641218677855,31.399063517157742
27.50665409,27.524890790648698,27.524890790648698,32.83061390487098
19.98299299,25.487400250502375,25.487400250502375,34.794560274071316
71.65043909,37.95863195186456,37.95863195186456,38.23966337167879
27.85629252,35.22942219991051,35.22942219991051,38.34368889745413
6.164313502,27.37730253644548,27.37730253644548,39.496454060974884
81.25216883,41.9319323294034,41.9319323294034,43.98243328039313
